file	region	t	x	y
R001_T01_h01_f03_prepended_interp.csv	R001	1	10	91
R001_T02_h01_f03_prepended_interp.csv	R001	2	71	125
R001_T03_h01_f03_prepended_interp.csv	R001	3	44	210
R001_T04_h01_f03_prepended_interp.csv	R001	4	44	210
R008_T01_h01_f01_prepended_interp.csv	R008	1	44	210
R008_T01_h01_f02_prepended_interp.csv	R008	1	44	210
R008_T01_h01_f03_prepended_interp.csv	R008	1	10	91
R008_T01_h01_f04_prepended_interp.csv	R008	1	44	210
R008_T01_h40_f01_prepended_interp.csv	R008	1	44	210
R008_T01_h40_f02_prepended_interp.csv	R008	1	44	210
R008_T01_h40_f03_prepended_interp.csv	R008	1	10	91
R008_T01_h40_f04_prepended_interp.csv	R008	1	44	210
R008_T01_h80_f01_prepended_interp.csv	R008	1	44	210
R008_T01_h80_f02_prepended_interp.csv	R008	1	44	210
R008_T01_h80_f03_prepended_interp.csv	R008	1	10	91
R008_T01_h80_f04_prepended_interp.csv	R008	1	44	210
R008_T02_h01_f01_prepended_interp.csv	R008	2	44	210
R008_T02_h01_f02_prepended_interp.csv	R008	2	44	210
R008_T02_h01_f03_prepended_interp.csv	R008	2	71	125
R008_T02_h01_f04_prepended_interp.csv	R008	2	44	210
R008_T02_h40_f01_prepended_interp.csv	R008	2	44	210
R008_T02_h40_f02_prepended_interp.csv	R008	2	44	210
R008_T02_h40_f03_prepended_interp.csv	R008	2	71	125
R008_T02_h40_f04_prepended_interp.csv	R008	2	44	210
R008_T02_h80_f01_prepended_interp.csv	R008	2	44	210
R008_T02_h80_f02_prepended_interp.csv	R008	2	44	210
R008_T02_h80_f03_prepended_interp.csv	R008	2	71	125
R008_T02_h80_f04_prepended_interp.csv	R008	2	44	210
R008_T03_h01_f01_prepended_interp.csv	R008	3	10	91
R008_T03_h01_f02_prepended_interp.csv	R008	3	10	91
R008_T03_h01_f03_prepended_interp.csv	R008	3	44	210
R008_T03_h01_f04_prepended_interp.csv	R008	3	10	91
R008_T03_h40_f01_prepended_interp.csv	R008	3	10	91
R008_T03_h40_f02_prepended_interp.csv	R008	3	10	91
R008_T03_h40_f03_prepended_interp.csv	R008	3	44	210
R008_T03_h40_f04_prepended_interp.csv	R008	3	10	91
R008_T03_h80_f01_prepended_interp.csv	R008	3	10	91
R008_T03_h80_f02_prepended_interp.csv	R008	3	10	91
R008_T03_h80_f03_prepended_interp.csv	R008	3	44	210
R008_T03_h80_f04_prepended_interp.csv	R008	3	10	91
R008_T04_h01_f01_prepended_interp.csv	R008	4	71	125
R008_T04_h01_f02_prepended_interp.csv	R008	4	71	125
R008_T04_h01_f03_prepended_interp.csv	R008	4	44	210
R008_T04_h01_f04_prepended_interp.csv	R008	4	71	125
R008_T04_h40_f01_prepended_interp.csv	R008	4	71	125
R008_T04_h40_f02_prepended_interp.csv	R008	4	71	125
R008_T04_h40_f03_prepended_interp.csv	R008	4	44	210
R008_T04_h40_f04_prepended_interp.csv	R008	4	71	125
R008_T04_h80_f01_prepended_interp.csv	R008	4	71	125
R008_T04_h80_f02_prepended_interp.csv	R008	4	71	125
R008_T04_h80_f03_prepended_interp.csv	R008	4	44	210
R008_T04_h80_f04_prepended_interp.csv	R008	4	71	125
R009_T01_h01_f01_prepended_interp.csv	R009	1	130	107
R009_T01_h01_f02_prepended_interp.csv	R009	1	130	107
R009_T01_h01_f03_prepended_interp.csv	R009	1	130	107
R009_T01_h01_f04_prepended_interp.csv	R009	1	130	107
R009_T01_h40_f01_prepended_interp.csv	R009	1	130	107
R009_T01_h40_f02_prepended_interp.csv	R009	1	130	107
R009_T01_h40_f03_prepended_interp.csv	R009	1	130	107
R009_T01_h40_f04_prepended_interp.csv	R009	1	130	107
R009_T01_h80_f01_prepended_interp.csv	R009	1	130	107
R009_T01_h80_f02_prepended_interp.csv	R009	1	130	107
R009_T01_h80_f03_prepended_interp.csv	R009	1	130	107
R009_T01_h80_f04_prepended_interp.csv	R009	1	130	107
R010_T01_h01_f01_prepended_interp.csv	R010	1	81	43
R010_T01_h01_f02_prepended_interp.csv	R010	1	147	49
R010_T01_h01_f03_prepended_interp.csv	R010	1	85	34
R010_T01_h01_f04_prepended_interp.csv	R010	1	147	49
R010_T01_h40_f01_prepended_interp.csv	R010	1	81	43
R010_T01_h40_f02_prepended_interp.csv	R010	1	147	49
R010_T01_h40_f03_prepended_interp.csv	R010	1	85	34
R010_T01_h40_f04_prepended_interp.csv	R010	1	147	49
R010_T01_h80_f01_prepended_interp.csv	R010	1	81	43
R010_T01_h80_f02_prepended_interp.csv	R010	1	147	49
R010_T01_h80_f03_prepended_interp.csv	R010	1	85	34
R010_T01_h80_f04_prepended_interp.csv	R010	1	147	49
R010_T02_h01_f01_prepended_interp.csv	R010	2	147	49
R010_T02_h01_f02_prepended_interp.csv	R010	2	147	49
R010_T02_h01_f03_prepended_interp.csv	R010	2	19	196
R010_T02_h01_f04_prepended_interp.csv	R010	2	147	49
R010_T02_h40_f01_prepended_interp.csv	R010	2	147	49
R010_T02_h40_f02_prepended_interp.csv	R010	2	147	49
R010_T02_h40_f03_prepended_interp.csv	R010	2	19	196
R010_T02_h40_f04_prepended_interp.csv	R010	2	147	49
R010_T02_h80_f01_prepended_interp.csv	R010	2	147	49
R010_T02_h80_f02_prepended_interp.csv	R010	2	147	49
R010_T02_h80_f03_prepended_interp.csv	R010	2	19	196
R010_T02_h80_f04_prepended_interp.csv	R010	2	147	49
R010_T03_h01_f01_prepended_interp.csv	R010	3	147	49
R010_T03_h01_f02_prepended_interp.csv	R010	3	85	34
R010_T03_h01_f03_prepended_interp.csv	R010	3	81	43
R010_T03_h01_f04_prepended_interp.csv	R010	3	85	34
R010_T03_h40_f01_prepended_interp.csv	R010	3	147	49
R010_T03_h40_f02_prepended_interp.csv	R010	3	85	34
R010_T03_h40_f03_prepended_interp.csv	R010	3	81	43
R010_T03_h40_f04_prepended_interp.csv	R010	3	85	34
R010_T03_h80_f01_prepended_interp.csv	R010	3	147	49
R010_T03_h80_f02_prepended_interp.csv	R010	3	85	34
R010_T03_h80_f03_prepended_interp.csv	R010	3	81	43
R010_T03_h80_f04_prepended_interp.csv	R010	3	85	34
R010_T04_h01_f01_prepended_interp.csv	R010	4	85	34
R010_T04_h01_f02_prepended_interp.csv	R010	4	64	22
R010_T04_h01_f03_prepended_interp.csv	R010	4	64	22
R010_T04_h01_f04_prepended_interp.csv	R010	4	64	22
R010_T04_h40_f01_prepended_interp.csv	R010	4	85	34
R010_T04_h40_f02_prepended_interp.csv	R010	4	64	22
R010_T04_h40_f03_prepended_interp.csv	R010	4	64	22
R010_T04_h40_f04_prepended_interp.csv	R010	4	64	22
R010_T04_h80_f01_prepended_interp.csv	R010	4	85	34
R010_T04_h80_f02_prepended_interp.csv	R010	4	64	22
R010_T04_h80_f03_prepended_interp.csv	R010	4	64	22
R010_T04_h80_f04_prepended_interp.csv	R010	4	64	22
R010_T05_h01_f01_prepended_interp.csv	R010	5	64	22
R010_T05_h01_f02_prepended_interp.csv	R010	5	19	196
R010_T05_h01_f03_prepended_interp.csv	R010	5	147	49
R010_T05_h01_f04_prepended_interp.csv	R010	5	19	196
R010_T05_h40_f01_prepended_interp.csv	R010	5	64	22
R010_T05_h40_f02_prepended_interp.csv	R010	5	19	196
R010_T05_h40_f03_prepended_interp.csv	R010	5	147	49
R010_T05_h40_f04_prepended_interp.csv	R010	5	19	196
R010_T05_h80_f01_prepended_interp.csv	R010	5	64	22
R010_T05_h80_f02_prepended_interp.csv	R010	5	19	196
R010_T05_h80_f03_prepended_interp.csv	R010	5	147	49
R010_T05_h80_f04_prepended_interp.csv	R010	5	19	196
R010_T06_h01_f01_prepended_interp.csv	R010	6	19	196
R010_T06_h01_f02_prepended_interp.csv	R010	6	81	43
R010_T06_h01_f03_prepended_interp.csv	R010	6	147	49
R010_T06_h01_f04_prepended_interp.csv	R010	6	81	43
R010_T06_h40_f01_prepended_interp.csv	R010	6	19	196
R010_T06_h40_f02_prepended_interp.csv	R010	6	81	43
R010_T06_h40_f03_prepended_interp.csv	R010	6	147	49
R010_T06_h40_f04_prepended_interp.csv	R010	6	81	43
R010_T06_h80_f01_prepended_interp.csv	R010	6	19	196
R010_T06_h80_f02_prepended_interp.csv	R010	6	81	43
R010_T06_h80_f03_prepended_interp.csv	R010	6	147	49
R010_T06_h80_f04_prepended_interp.csv	R010	6	81	43
R011_T01_h01_f01_prepended_interp.csv	R011	1	40	184
R011_T01_h01_f02_prepended_interp.csv	R011	1	40	184
R011_T01_h01_f03_prepended_interp.csv	R011	1	40	184
R011_T01_h01_f04_prepended_interp.csv	R011	1	40	184
R011_T01_h40_f01_prepended_interp.csv	R011	1	40	184
R011_T01_h40_f02_prepended_interp.csv	R011	1	40	184
R011_T01_h40_f03_prepended_interp.csv	R011	1	40	184
R011_T01_h40_f04_prepended_interp.csv	R011	1	40	184
R011_T01_h80_f01_prepended_interp.csv	R011	1	40	184
R011_T01_h80_f02_prepended_interp.csv	R011	1	40	184
R011_T01_h80_f03_prepended_interp.csv	R011	1	40	184
R011_T01_h80_f04_prepended_interp.csv	R011	1	40	184
R012_T01_h01_f01_prepended_interp.csv	R012	1	53	161
R012_T01_h01_f02_prepended_interp.csv	R012	1	53	161
R012_T01_h01_f03_prepended_interp.csv	R012	1	13	221
R012_T01_h01_f04_prepended_interp.csv	R012	1	53	161
R012_T01_h40_f01_prepended_interp.csv	R012	1	53	161
R012_T01_h40_f02_prepended_interp.csv	R012	1	53	161
R012_T01_h40_f03_prepended_interp.csv	R012	1	13	221
R012_T01_h40_f04_prepended_interp.csv	R012	1	53	161
R012_T01_h80_f01_prepended_interp.csv	R012	1	53	161
R012_T01_h80_f02_prepended_interp.csv	R012	1	53	161
R012_T01_h80_f03_prepended_interp.csv	R012	1	13	221
R012_T01_h80_f04_prepended_interp.csv	R012	1	53	161
R012_T02_h01_f01_prepended_interp.csv	R012	2	13	221
R012_T02_h01_f02_prepended_interp.csv	R012	2	13	221
R012_T02_h01_f03_prepended_interp.csv	R012	2	53	161
R012_T02_h01_f04_prepended_interp.csv	R012	2	13	221
R012_T02_h40_f01_prepended_interp.csv	R012	2	13	221
R012_T02_h40_f02_prepended_interp.csv	R012	2	13	221
R012_T02_h40_f03_prepended_interp.csv	R012	2	53	161
R012_T02_h40_f04_prepended_interp.csv	R012	2	13	221
R012_T02_h80_f01_prepended_interp.csv	R012	2	13	221
R012_T02_h80_f02_prepended_interp.csv	R012	2	13	221
R012_T02_h80_f03_prepended_interp.csv	R012	2	53	161
R012_T02_h80_f04_prepended_interp.csv	R012	2	13	221
R012_T03_h01_f01_prepended_interp.csv	R012	3	30	199
R012_T03_h01_f02_prepended_interp.csv	R012	3	30	199
R012_T03_h01_f03_prepended_interp.csv	R012	3	23	198
R012_T03_h01_f04_prepended_interp.csv	R012	3	30	199
R012_T03_h40_f01_prepended_interp.csv	R012	3	30	199
R012_T03_h40_f02_prepended_interp.csv	R012	3	30	199
R012_T03_h40_f03_prepended_interp.csv	R012	3	23	198
R012_T03_h40_f04_prepended_interp.csv	R012	3	30	199
R012_T03_h80_f01_prepended_interp.csv	R012	3	30	199
R012_T03_h80_f02_prepended_interp.csv	R012	3	30	199
R012_T03_h80_f03_prepended_interp.csv	R012	3	23	198
R012_T03_h80_f04_prepended_interp.csv	R012	3	30	199
R012_T04_h01_f01_prepended_interp.csv	R012	4	23	198
R012_T04_h01_f02_prepended_interp.csv	R012	4	23	198
R012_T04_h01_f03_prepended_interp.csv	R012	4	30	199
R012_T04_h01_f04_prepended_interp.csv	R012	4	23	198
R012_T04_h40_f01_prepended_interp.csv	R012	4	23	198
R012_T04_h40_f02_prepended_interp.csv	R012	4	23	198
R012_T04_h40_f03_prepended_interp.csv	R012	4	30	199
R012_T04_h40_f04_prepended_interp.csv	R012	4	23	198
R012_T04_h80_f01_prepended_interp.csv	R012	4	23	198
R012_T04_h80_f02_prepended_interp.csv	R012	4	23	198
R012_T04_h80_f03_prepended_interp.csv	R012	4	30	199
R012_T04_h80_f04_prepended_interp.csv	R012	4	23	198
R013_T01_h01_f01_prepended_interp.csv	R013	1	74	180
R013_T01_h01_f02_prepended_interp.csv	R013	1	74	180
R013_T01_h01_f03_prepended_interp.csv	R013	1	74	180
R013_T01_h01_f04_prepended_interp.csv	R013	1	74	180
R013_T01_h40_f01_prepended_interp.csv	R013	1	74	180
R013_T01_h40_f02_prepended_interp.csv	R013	1	74	180
R013_T01_h40_f03_prepended_interp.csv	R013	1	74	180
R013_T01_h40_f04_prepended_interp.csv	R013	1	74	180
R013_T01_h80_f01_prepended_interp.csv	R013	1	74	180
R013_T01_h80_f02_prepended_interp.csv	R013	1	74	180
R013_T01_h80_f03_prepended_interp.csv	R013	1	74	180
R013_T01_h80_f04_prepended_interp.csv	R013	1	74	180
R014_T01_h01_f01_prepended_interp.csv	R014	1	123	136
R014_T01_h01_f02_prepended_interp.csv	R014	1	123	136
R014_T01_h01_f03_prepended_interp.csv	R014	1	123	136
R014_T01_h01_f04_prepended_interp.csv	R014	1	123	136
R014_T01_h40_f01_prepended_interp.csv	R014	1	123	136
R014_T01_h40_f02_prepended_interp.csv	R014	1	123	136
R014_T01_h40_f03_prepended_interp.csv	R014	1	123	136
R014_T01_h40_f04_prepended_interp.csv	R014	1	123	136
R014_T01_h80_f01_prepended_interp.csv	R014	1	123	136
R014_T01_h80_f02_prepended_interp.csv	R014	1	123	136
R014_T01_h80_f03_prepended_interp.csv	R014	1	123	136
R014_T01_h80_f04_prepended_interp.csv	R014	1	123	136
R015_T01_h01_f01_prepended_interp.csv	R015	1	54	173
R015_T01_h01_f02_prepended_interp.csv	R015	1	54	173
R015_T01_h01_f03_prepended_interp.csv	R015	1	212	254
R015_T01_h01_f04_prepended_interp.csv	R015	1	54	173
R015_T01_h40_f01_prepended_interp.csv	R015	1	54	173
R015_T01_h40_f02_prepended_interp.csv	R015	1	54	173
R015_T01_h40_f03_prepended_interp.csv	R015	1	212	254
R015_T01_h40_f04_prepended_interp.csv	R015	1	54	173
R015_T01_h80_f01_prepended_interp.csv	R015	1	54	173
R015_T01_h80_f02_prepended_interp.csv	R015	1	54	173
R015_T01_h80_f03_prepended_interp.csv	R015	1	212	254
R015_T01_h80_f04_prepended_interp.csv	R015	1	54	173
R015_T02_h01_f01_prepended_interp.csv	R015	2	54	173
R015_T02_h01_f02_prepended_interp.csv	R015	2	54	173
R015_T02_h01_f03_prepended_interp.csv	R015	2	211	255
R015_T02_h01_f04_prepended_interp.csv	R015	2	54	173
R015_T02_h40_f01_prepended_interp.csv	R015	2	54	173
R015_T02_h40_f02_prepended_interp.csv	R015	2	54	173
R015_T02_h40_f03_prepended_interp.csv	R015	2	211	255
R015_T02_h40_f04_prepended_interp.csv	R015	2	54	173
R015_T02_h80_f01_prepended_interp.csv	R015	2	54	173
R015_T02_h80_f02_prepended_interp.csv	R015	2	54	173
R015_T02_h80_f03_prepended_interp.csv	R015	2	211	255
R015_T02_h80_f04_prepended_interp.csv	R015	2	54	173
R015_T03_h01_f01_prepended_interp.csv	R015	3	54	173
R015_T03_h01_f02_prepended_interp.csv	R015	3	54	173
R015_T03_h01_f03_prepended_interp.csv	R015	3	54	173
R015_T03_h01_f04_prepended_interp.csv	R015	3	54	173
R015_T03_h40_f01_prepended_interp.csv	R015	3	54	173
R015_T03_h40_f02_prepended_interp.csv	R015	3	54	173
R015_T03_h40_f03_prepended_interp.csv	R015	3	54	173
R015_T03_h40_f04_prepended_interp.csv	R015	3	54	173
R015_T03_h80_f01_prepended_interp.csv	R015	3	54	173
R015_T03_h80_f02_prepended_interp.csv	R015	3	54	173
R015_T03_h80_f03_prepended_interp.csv	R015	3	54	173
R015_T03_h80_f04_prepended_interp.csv	R015	3	54	173
R015_T04_h01_f01_prepended_interp.csv	R015	4	211	255
R015_T04_h01_f02_prepended_interp.csv	R015	4	211	255
R015_T04_h01_f03_prepended_interp.csv	R015	4	54	173
R015_T04_h01_f04_prepended_interp.csv	R015	4	211	255
R015_T04_h40_f01_prepended_interp.csv	R015	4	211	255
R015_T04_h40_f02_prepended_interp.csv	R015	4	211	255
R015_T04_h40_f03_prepended_interp.csv	R015	4	54	173
R015_T04_h40_f04_prepended_interp.csv	R015	4	211	255
R015_T04_h80_f01_prepended_interp.csv	R015	4	211	255
R015_T04_h80_f02_prepended_interp.csv	R015	4	211	255
R015_T04_h80_f03_prepended_interp.csv	R015	4	54	173
R015_T04_h80_f04_prepended_interp.csv	R015	4	211	255
R015_T05_h01_f01_prepended_interp.csv	R015	5	212	254
R015_T05_h01_f02_prepended_interp.csv	R015	5	212	254
R015_T05_h01_f03_prepended_interp.csv	R015	5	54	173
R015_T05_h01_f04_prepended_interp.csv	R015	5	212	254
R015_T05_h40_f01_prepended_interp.csv	R015	5	212	254
R015_T05_h40_f02_prepended_interp.csv	R015	5	212	254
R015_T05_h40_f03_prepended_interp.csv	R015	5	54	173
R015_T05_h40_f04_prepended_interp.csv	R015	5	212	254
R015_T05_h80_f01_prepended_interp.csv	R015	5	212	254
R015_T05_h80_f02_prepended_interp.csv	R015	5	212	254
R015_T05_h80_f03_prepended_interp.csv	R015	5	54	173
R015_T05_h80_f04_prepended_interp.csv	R015	5	212	254
R016_T01_h01_f01_prepended_interp.csv	R016	1	68	122
R016_T01_h01_f02_prepended_interp.csv	R016	1	68	122
R016_T01_h01_f03_prepended_interp.csv	R016	1	238	106
R016_T01_h01_f04_prepended_interp.csv	R016	1	68	122
R016_T01_h40_f01_prepended_interp.csv	R016	1	68	122
R016_T01_h40_f02_prepended_interp.csv	R016	1	68	122
R016_T01_h40_f03_prepended_interp.csv	R016	1	238	106
R016_T01_h40_f04_prepended_interp.csv	R016	1	68	122
R016_T01_h80_f01_prepended_interp.csv	R016	1	68	122
R016_T01_h80_f02_prepended_interp.csv	R016	1	68	122
R016_T01_h80_f03_prepended_interp.csv	R016	1	238	106
R016_T01_h80_f04_prepended_interp.csv	R016	1	68	122
R016_T02_h01_f01_prepended_interp.csv	R016	2	237	96
R016_T02_h01_f02_prepended_interp.csv	R016	2	237	96
R016_T02_h01_f03_prepended_interp.csv	R016	2	237	96
R016_T02_h01_f04_prepended_interp.csv	R016	2	237	96
R016_T02_h40_f01_prepended_interp.csv	R016	2	237	96
R016_T02_h40_f02_prepended_interp.csv	R016	2	237	96
R016_T02_h40_f03_prepended_interp.csv	R016	2	237	96
R016_T02_h40_f04_prepended_interp.csv	R016	2	237	96
R016_T02_h80_f01_prepended_interp.csv	R016	2	237	96
R016_T02_h80_f02_prepended_interp.csv	R016	2	237	96
R016_T02_h80_f03_prepended_interp.csv	R016	2	237	96
R016_T02_h80_f04_prepended_interp.csv	R016	2	237	96
R016_T03_h01_f01_prepended_interp.csv	R016	3	238	106
R016_T03_h01_f02_prepended_interp.csv	R016	3	238	106
R016_T03_h01_f03_prepended_interp.csv	R016	3	68	122
R016_T03_h01_f04_prepended_interp.csv	R016	3	238	106
R016_T03_h40_f01_prepended_interp.csv	R016	3	238	106
R016_T03_h40_f02_prepended_interp.csv	R016	3	238	106
R016_T03_h40_f03_prepended_interp.csv	R016	3	68	122
R016_T03_h40_f04_prepended_interp.csv	R016	3	238	106
R016_T03_h80_f01_prepended_interp.csv	R016	3	238	106
R016_T03_h80_f02_prepended_interp.csv	R016	3	238	106
R016_T03_h80_f03_prepended_interp.csv	R016	3	68	122
R016_T03_h80_f04_prepended_interp.csv	R016	3	238	106
R017_T01_h01_f01_prepended_interp.csv	R017	1	233	137
R017_T01_h01_f02_prepended_interp.csv	R017	1	233	137
R017_T01_h01_f03_prepended_interp.csv	R017	1	233	243
R017_T01_h01_f04_prepended_interp.csv	R017	1	233	137
R017_T01_h40_f01_prepended_interp.csv	R017	1	233	137
R017_T01_h40_f02_prepended_interp.csv	R017	1	233	137
R017_T01_h40_f03_prepended_interp.csv	R017	1	233	243
R017_T01_h40_f04_prepended_interp.csv	R017	1	233	137
R017_T01_h80_f01_prepended_interp.csv	R017	1	233	137
R017_T01_h80_f02_prepended_interp.csv	R017	1	233	137
R017_T01_h80_f03_prepended_interp.csv	R017	1	233	243
R017_T01_h80_f04_prepended_interp.csv	R017	1	233	137
R017_T02_h01_f01_prepended_interp.csv	R017	2	233	136
R017_T02_h01_f02_prepended_interp.csv	R017	2	233	136
R017_T02_h01_f03_prepended_interp.csv	R017	2	233	243
R017_T02_h01_f04_prepended_interp.csv	R017	2	233	136
R017_T02_h40_f01_prepended_interp.csv	R017	2	233	136
R017_T02_h40_f02_prepended_interp.csv	R017	2	233	136
R017_T02_h40_f03_prepended_interp.csv	R017	2	233	243
R017_T02_h40_f04_prepended_interp.csv	R017	2	233	136
R017_T02_h80_f01_prepended_interp.csv	R017	2	233	136
R017_T02_h80_f02_prepended_interp.csv	R017	2	233	136
R017_T02_h80_f03_prepended_interp.csv	R017	2	233	243
R017_T02_h80_f04_prepended_interp.csv	R017	2	233	136
R017_T03_h01_f01_prepended_interp.csv	R017	3	233	243
R017_T03_h01_f02_prepended_interp.csv	R017	3	233	243
R017_T03_h01_f03_prepended_interp.csv	R017	3	233	136
R017_T03_h01_f04_prepended_interp.csv	R017	3	233	243
R017_T03_h40_f01_prepended_interp.csv	R017	3	233	243
R017_T03_h40_f02_prepended_interp.csv	R017	3	233	243
R017_T03_h40_f03_prepended_interp.csv	R017	3	233	136
R017_T03_h40_f04_prepended_interp.csv	R017	3	233	243
R017_T03_h80_f01_prepended_interp.csv	R017	3	233	243
R017_T03_h80_f02_prepended_interp.csv	R017	3	233	243
R017_T03_h80_f03_prepended_interp.csv	R017	3	233	136
R017_T03_h80_f04_prepended_interp.csv	R017	3	233	243
R017_T04_h01_f01_prepended_interp.csv	R017	4	233	243
R017_T04_h01_f02_prepended_interp.csv	R017	4	233	243
R017_T04_h01_f03_prepended_interp.csv	R017	4	233	137
R017_T04_h01_f04_prepended_interp.csv	R017	4	233	243
R017_T04_h40_f01_prepended_interp.csv	R017	4	233	243
R017_T04_h40_f02_prepended_interp.csv	R017	4	233	243
R017_T04_h40_f03_prepended_interp.csv	R017	4	233	137
R017_T04_h40_f04_prepended_interp.csv	R017	4	233	243
R017_T04_h80_f01_prepended_interp.csv	R017	4	233	243
R017_T04_h80_f02_prepended_interp.csv	R017	4	233	243
R017_T04_h80_f03_prepended_interp.csv	R017	4	233	137
R017_T04_h80_f04_prepended_interp.csv	R017	4	233	243
R018_T01_h01_f01_prepended_interp.csv	R018	1	2	164
R018_T01_h01_f02_prepended_interp.csv	R018	1	2	164
R018_T01_h01_f03_prepended_interp.csv	R018	1	2	164
R018_T01_h01_f04_prepended_interp.csv	R018	1	2	164
R018_T01_h40_f01_prepended_interp.csv	R018	1	2	164
R018_T01_h40_f02_prepended_interp.csv	R018	1	2	164
R018_T01_h40_f03_prepended_interp.csv	R018	1	2	164
R018_T01_h40_f04_prepended_interp.csv	R018	1	2	164
R018_T01_h80_f01_prepended_interp.csv	R018	1	2	164
R018_T01_h80_f02_prepended_interp.csv	R018	1	2	164
R018_T01_h80_f03_prepended_interp.csv	R018	1	2	164
R018_T01_h80_f04_prepended_interp.csv	R018	1	2	164
R019_T01_h01_f01_prepended_interp.csv	R019	1	84	169
R019_T01_h01_f02_prepended_interp.csv	R019	1	84	169
R019_T01_h01_f03_prepended_interp.csv	R019	1	84	169
R019_T01_h01_f04_prepended_interp.csv	R019	1	84	169
R019_T01_h40_f01_prepended_interp.csv	R019	1	84	169
R019_T01_h40_f02_prepended_interp.csv	R019	1	84	169
R019_T01_h40_f03_prepended_interp.csv	R019	1	84	169
R019_T01_h40_f04_prepended_interp.csv	R019	1	84	169
R019_T01_h80_f01_prepended_interp.csv	R019	1	84	169
R019_T01_h80_f02_prepended_interp.csv	R019	1	84	169
R019_T01_h80_f03_prepended_interp.csv	R019	1	84	169
R019_T01_h80_f04_prepended_interp.csv	R019	1	84	169
R019_T02_h01_f01_prepended_interp.csv	R019	2	84	169
R019_T02_h01_f02_prepended_interp.csv	R019	2	84	169
R019_T02_h01_f03_prepended_interp.csv	R019	2	84	169
R019_T02_h01_f04_prepended_interp.csv	R019	2	84	169
R019_T02_h40_f01_prepended_interp.csv	R019	2	84	169
R019_T02_h40_f02_prepended_interp.csv	R019	2	84	169
R019_T02_h40_f03_prepended_interp.csv	R019	2	84	169
R019_T02_h40_f04_prepended_interp.csv	R019	2	84	169
R019_T02_h80_f01_prepended_interp.csv	R019	2	84	169
R019_T02_h80_f02_prepended_interp.csv	R019	2	84	169
R019_T02_h80_f03_prepended_interp.csv	R019	2	84	169
R019_T02_h80_f04_prepended_interp.csv	R019	2	84	169
R019_T03_h01_f01_prepended_interp.csv	R019	3	84	169
R019_T03_h01_f02_prepended_interp.csv	R019	3	84	169
R019_T03_h01_f03_prepended_interp.csv	R019	3	84	169
R019_T03_h01_f04_prepended_interp.csv	R019	3	84	169
R019_T03_h40_f01_prepended_interp.csv	R019	3	84	169
R019_T03_h40_f02_prepended_interp.csv	R019	3	84	169
R019_T03_h40_f03_prepended_interp.csv	R019	3	84	169
R019_T03_h40_f04_prepended_interp.csv	R019	3	84	169
R019_T03_h80_f01_prepended_interp.csv	R019	3	84	169
R019_T03_h80_f02_prepended_interp.csv	R019	3	84	169
R019_T03_h80_f03_prepended_interp.csv	R019	3	84	169
R019_T03_h80_f04_prepended_interp.csv	R019	3	84	169
R019_T04_h01_f01_prepended_interp.csv	R019	4	163	123
R019_T04_h01_f02_prepended_interp.csv	R019	4	163	123
R019_T04_h01_f03_prepended_interp.csv	R019	4	163	123
R019_T04_h01_f04_prepended_interp.csv	R019	4	163	123
R019_T04_h40_f01_prepended_interp.csv	R019	4	163	123
R019_T04_h40_f02_prepended_interp.csv	R019	4	163	123
R019_T04_h40_f03_prepended_interp.csv	R019	4	163	123
R019_T04_h40_f04_prepended_interp.csv	R019	4	163	123
R019_T04_h80_f01_prepended_interp.csv	R019	4	163	123
R019_T04_h80_f02_prepended_interp.csv	R019	4	163	123
R019_T04_h80_f03_prepended_interp.csv	R019	4	163	123
R019_T04_h80_f04_prepended_interp.csv	R019	4	163	123
R019_T05_h01_f01_prepended_interp.csv	R019	5	239	187
R019_T05_h01_f02_prepended_interp.csv	R019	5	239	187
R019_T05_h01_f03_prepended_interp.csv	R019	5	239	187
R019_T05_h01_f04_prepended_interp.csv	R019	5	239	187
R019_T05_h40_f01_prepended_interp.csv	R019	5	239	187
R019_T05_h40_f02_prepended_interp.csv	R019	5	239	187
R019_T05_h40_f03_prepended_interp.csv	R019	5	239	187
R019_T05_h40_f04_prepended_interp.csv	R019	5	239	187
R019_T05_h80_f01_prepended_interp.csv	R019	5	239	187
R019_T05_h80_f02_prepended_interp.csv	R019	5	239	187
R019_T05_h80_f03_prepended_interp.csv	R019	5	239	187
R019_T05_h80_f04_prepended_interp.csv	R019	5	239	187
R019_T06_h01_f01_prepended_interp.csv	R019	6	236	214
R019_T06_h01_f02_prepended_interp.csv	R019	6	236	214
R019_T06_h01_f03_prepended_interp.csv	R019	6	236	214
R019_T06_h01_f04_prepended_interp.csv	R019	6	236	214
R019_T06_h40_f01_prepended_interp.csv	R019	6	236	214
R019_T06_h40_f02_prepended_interp.csv	R019	6	236	214
R019_T06_h40_f03_prepended_interp.csv	R019	6	236	214
R019_T06_h40_f04_prepended_interp.csv	R019	6	236	214
R019_T06_h80_f01_prepended_interp.csv	R019	6	236	214
R019_T06_h80_f02_prepended_interp.csv	R019	6	236	214
R019_T06_h80_f03_prepended_interp.csv	R019	6	236	214
R019_T06_h80_f04_prepended_interp.csv	R019	6	236	214
R020_T01_h01_f01_prepended_interp.csv	R020	1	195	5
R020_T01_h01_f02_prepended_interp.csv	R020	1	195	5
R020_T01_h01_f03_prepended_interp.csv	R020	1	197	0
